test,predict
3.734555556,3.7576895
3.671111111,3.828727
3.699111111,3.7553973
3.3363333330000002,3.6745026
3.146777778,3.3063917
3.118444444,3.033321
3.182444444,3.0461779
3.117555556,3.0484014
3.013111111,3.05653
2.955,3.0568604
3.040888889,2.9175138
2.963111111,2.9156106
3.143555556,2.8694606
3.1022222219999995,2.8950386
3.076444444,3.082264
3.000555556,3.1042051
2.923888889,3.0134132
3.022666667,3.1143663
3.02,2.9822142
3.118222222,3.0542576
3.019666667,2.8749726
3.158,2.838853
3.036444444,2.8254743
