test,predict
3.6432222219999995,3.584573
3.383777778,3.6425
3.339777778,3.649143
4.044,3.6405556
3.680888889,3.6587207
3.424777778,3.375719
3.466111111,3.2661188
3.470333333,3.142706
3.522222222,3.123811
3.398666667,3.055149
3.265777778,3.1221395
3.177222222,3.1589086
3.268555556,3.2081385
3.263222222,3.3617315
3.061888889,3.2967865
3.212666667,3.1927133
3.219111111,3.1764014
3.1401111110000004,3.2517064
3.081222222,3.1172574
3.1951111110000006,3.0090647
3.164777778,2.894305
3.287888889,2.892239
3.361111111,2.861924
