kf, avg-mse, std-mse, avg-mae, std-mae, avg-mape, std-mape, avg-r2, std-r2
1,0.09156014959191225,0.015402032215422495,0.26233265408433887,0.02478261955525725,0.08164756310761712,0.008477562531540394,0.4233593739718895,0.09700112481676057
2,0.05110735231958512,0.012826529183031345,0.19335968975251147,0.02196889315492973,0.06183529159469695,0.007226907816491492,0.34878654506651907,0.16343653124221888
3,0.06193185116958353,0.005995378427869959,0.19357471693015768,0.011257114832826596,0.05677623146974574,0.0031156868375811332,-0.30371839517754673,0.12620783966334112
4,0.06652096326500334,0.005697451905818529,0.21876486558862088,0.009818864772603627,0.06736773480119086,0.002285184170323364,0.47168848298001426,0.04524933662671376
5,0.028261270879057377,0.009466681526864576,0.1349934529761952,0.020707932586912357,0.043086698740846224,0.006425158998381163,0.45854983324973464,0.18136963172066117
6,0.06689996317349753,0.01735267313417429,0.21345006797174756,0.023985109614623745,0.061983561617264885,0.00654679468607916,0.4663163650108796,0.13842814309190643
7,0.09687198217349541,0.019551035132468808,0.20258976743698415,0.015058736581822652,0.05652436923642603,0.004110921152573382,0.2768404771018059,0.14595053101360336
8,0.04147629203829325,0.00814962113027185,0.16854938525139695,0.01581840771120427,0.05061822986882636,0.004535484499419892,0.4908643559914208,0.10003938150392158
