test,predict
3.621444444,3.7931921
3.893555556,3.7298656
3.872444444,3.659571
3.478777778,3.6666038
3.532222222,3.4766054
3.648,3.1608782
3.481777778,3.0907247
3.506666667,3.072401
3.179333333,3.0886862
3.313111111,3.0728278
3.300666667,3.053423
3.373333333,3.0158792
3.3034444440000006,3.0177636
2.935666667,2.990033
3.136444444,2.9909613
3.193333333,2.9573956
3.019444444,2.9770672
2.970666667,2.966229
2.930666667,3.051055
3.073555556,3.0860112
3.0666666670000002,3.1512716
3.059333333,3.1775603
2.94,3.26362
