test,predict
4.222,3.78505
4.002444444,3.7118123
3.968111111,3.769117
3.682666667,3.4538743
3.523333333,3.3581254
3.397777778,3.219564
3.394666667,3.1282299
3.356888889,3.0846202
3.368555556,3.0237775
3.2877499999999995,3.0370123
3.325333333,3.0209484
3.407888889,3.290946
3.1891111109999994,3.1690152
3.146,3.2335246
3.026111111,3.0451212
3.017888889,3.1106741
2.975,3.0890248
3.088555556,3.0336363
2.954666667,3.0850482
3.045555556,3.041284
2.923111111,3.15261
2.993111111,3.1344986
2.979,3.133161
